source,text,label
trt,İstanbul'da okullar ve üniversitelerde eğitime 2 gün ara verildi,non-sarcastic
trt,"6,2 büyüklüğündeki deprem 13 saniye sürdü",non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Devletimizin tüm birimleri şu an teyakkuz halinde,non-sarcastic
trt,Altun: Tüm kuruluşlarımızı sorumlu yayıncılığa davet ediyoruz,non-sarcastic
trt,İstanbul'daki depremlerde 151 kişi yaralandı,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, TRT 47. Uluslararası 23 Nisan Çocuk Şenliği'ne katıldı",non-sarcastic
trt,AFAD: Bir can kaybı ve yıkım ihbarı bulunmamaktadır,non-sarcastic
trt,"Bakan Bak, İstanbul'daki yurtlarda deprem sonrası problem bulunmadığını açıkladı",non-sarcastic
trt,İstanbul'daki depremlerin ardından AFAD'da kriz merkezi kuruldu,non-sarcastic
trt,"Bakan Yerlikaya: Şu ana kadar 112'yi arayıp 'evimiz, binamız çöktü' gibi yardım talebi henüz gelmedi",non-sarcastic
trt,"Kabine üyelerinden deprem sonrası ""geçmiş olsun"" mesajı",non-sarcastic
trt,Cevdet Yılmaz: AFAD başta olmak üzere kurumlarımız sahada,non-sarcastic
trt,İstanbul'daki depremler çevre illerden de hissedildi,non-sarcastic
trt,"İletişim Başkanlığından ""deprem anında yapılmayacaklar"" paylaşımı",non-sarcastic
trt,"Fahrettin Altun'dan, İstanbul'daki depremlerle ilgili açıklama",non-sarcastic
trt,İstanbul Valiliği: Şehir genelinde herhangi bir yıkım söz konusu değil,non-sarcastic
trt,İstanbul Valiliğinden vatandaşlara depreme ilişkin uyarı,non-sarcastic
trt,Bakan Uraloğlu: Ulaşım ağlarında olumsuz bir duruma rastlanmadı,non-sarcastic
trt,"DMM'den depremle ilgili ""Asılsız iddialara itibar etmeyin"" uyarısı",non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan İstanbul'daki depremlere ilişkin açıklama,non-sarcastic
trt,"Emine Erdoğan'dan, 23 Nisan Ulusal Egemenlik ve Çocuk Bayramı mesajı",non-sarcastic
trt,"Bakan Uraloğlu, Şam'daki temaslarını tamamladı",non-sarcastic
trt,"Altun: 23 Nisan, sadece bir tarih değil, egemenliğin kayıtsız şartsız millete ait olduğunun açık ve kesin tescilidir",non-sarcastic
trt,Bakan Fidan: Çocuklarımız ile tüm dünya çocuklarının 23 Nisan Ulusal Egemenlik ve Çocuk Bayramı’nı kutluyorum,non-sarcastic
trt,"MSB, 23 Nisan'da 23 gemiyi ziyarete açtı",non-sarcastic
trt,"Yücel Arzen ""23 Nisan Marşı""na klip çekti",non-sarcastic
trt,23 Nisan coşkuyla kutlanıyor,non-sarcastic
trt,"Bakan Uraloğlu, Şam'da Emevi Camisi'ni ziyaret etti",non-sarcastic
trt,"Cevdet Yılmız: Gazi Meclis'imiz, Türkiye Yüzyılı mücadelemizin en sağlam teminatı ve ilham kaynağıdır",non-sarcastic
trt,Bakan Yerlikaya: Çocuklarımızın umutlarını büyütmeye devam edeceğiz,non-sarcastic
trt,Bakan Tunç: Geleceğimizin teminatı çocuklarımız bağımsızlığımıza sahip çıkacaklar,non-sarcastic
trt,"TBMM Başkanı Kurtulmuş, Meclis'teki Atatürk Anıtı'na çelenk bıraktı",non-sarcastic
trt,TBMM Başkanı Kurtulmuş: Cumhuriyet değerlerinden asla taviz vermeyeceğiz,non-sarcastic
trt,Bakan Tekin'den 23 Nisan Ulusal Egemenlik ve Çocuk Bayramı mesajı,non-sarcastic
trt,Milli iradenin simgesi TBMM 105 yaşında,non-sarcastic
trt,23 Nisan'da toplu taşıma hizmetleri ücretsiz olacak,non-sarcastic
trt,"Türkiye, Cammu Keşmir'de düzenlenen terör saldırısını kınadı",non-sarcastic
trt,Hava Harp Okulu'nun İzmir'e taşınacağı iddiasına yalanlama,non-sarcastic
trt,"DMM'den, müebbet hapis cezası alan bir mahkumla ilgili iddialara ilişkin açıklama",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan: Pakistan, Gazze'deki soykırıma en güçlü tepki veren ülkelerden",non-sarcastic
trt,EGM'den 'Kimyasal içerikli gaz ve sıvı kullanıldığı' iddialarına yalanlama,non-sarcastic
trt,MSB karargahında çocuk sesleri yankılandı,non-sarcastic
trt,"Bakan Kurum: Arnavutköy'deki çalışma, 250 bin konutluk sosyal konut projesinin parçasıdır",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Avustralya Genel Valisi Mostyn ile bir araya geldi",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Alain Berset'i kabul etti",non-sarcastic
trt,Rasim Ozan Kütahyalı hakkında 3 yıla kadar hapis talebiyle iddianame hazırlandı,non-sarcastic
trt,FETÖ'nün haberleşme yöntemi ve yurt dışından para temini deşifre edildi,non-sarcastic
trt,Bakan Uraloğlu'na Şam'da sıcak karşılama: İkinci ülkenize hoş geldiniz,non-sarcastic
trt,Ulaşımda net sıfır emisyonun yol haritası Ankara'da çizilecek,non-sarcastic
trt,"Gençlik ve Spor Bakanlığı, tarım girişimcisi gençler yetiştiriyor",non-sarcastic
trt,TBMM çocuk özel oturumunu 4. sınıf öğrencisi Berra Koramaz yönetti,non-sarcastic
trt,Bahçeli: Terörsüz Türkiye gayesine adım adım ulaşma gayreti son bir asrın mucizevi atılımıdır,non-sarcastic
trt,Yenidoğan çetesi davasında 4. duruşma görülüyor,non-sarcastic
trt,OSB'lerde kurulacak lojman projesinin detayları belli oldu,non-sarcastic
trt,İletişim Başkanı Altun'dan Cumhurbaşkanı Erdoğan'ın diplomasi trafiğine ilişkin paylaşım,non-sarcastic
trt,'Hava Harp Okulu İzmir'e taşınacak' iddiası yalanlandı,non-sarcastic
trt,Tahran ile Washington ne konuşuyor?,non-sarcastic
trt,"Bakan Şimşek, New York'ta yatırımcılarla bir araya geldi",non-sarcastic
trt,"İstanbul'da zehir tacirlerine operasyon: 801,5 kg metamfetamin ele geçirildi, 2 gözaltı",non-sarcastic
trt,Cumhurbaşkanı Yardımcısı Yılmaz: Türksat 6A Türkiye'ye büyük kazanımlar sağlayacak,non-sarcastic
trt,AK Parti Sözcüsü Çelik: Terör örgütünün kendini feshetmesi ve silah bırakması dönüm noktası olacak,non-sarcastic
trt,"Bakan Fidan, Cezayir Cumhurbaşkanı Tebbun ile görüştü",non-sarcastic
trt,Türksat 6A göreve başladı,non-sarcastic
trt,Erdoğan'dan Papa Fransuva için taziye mesajı,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Küresel sistemde hak ettiğimiz yere gelmeye çok yakınız,non-sarcastic
trt,"Bakan Fidan, Cezayirli mevkidaşı Attaf ile bir araya geldi",non-sarcastic
trt,"TBMM Başkanı Kurtulmuş, dünya çocuklarını kabul etti",non-sarcastic
trt,"""Yenidoğan çetesi"" hesap veriyor",non-sarcastic
trt,Bakan Uraloğlu: TÜRKSAT 6A ile dünyada 11 ülkenin arasına girmiş olduk,non-sarcastic
trt,Sırrı Süreyya Önder'in son durumuna ilişkin açıklama,non-sarcastic
trt,TBMM'nin açılışının 105. yılı tören programı,non-sarcastic
trt,Bakanlıktan İstanbul Boğazı'ndaki 106 kaçak yapıya inceleme,non-sarcastic
trt,"6 bakan, Ekonomi Koordinasyon Kurulu toplantısının ardından gündemi değerlendirdi",non-sarcastic
trt,Kırmızı bültenle aranan 3 şüpheliden 2'si Türkiye'ye getirildi,non-sarcastic
trt,Enerjide tarihi rekor: Sakarya Gaz Sahası'nda ilk faz tamamlandı,non-sarcastic
trt,Cevdet Yılmaz: Orta Vadeli Programımızı her yıl olduğu gibi eylülde gözden geçireceğiz,non-sarcastic
trt,Bakan Şimşek ABD'de çok sayıda temasta bulunacak,non-sarcastic
trt,TBMM yeni haftada 23 Nisan etkinliklerine ev sahipliği yapacak,non-sarcastic
trt,Öğretmen atamaları için başvurular bugün başlıyor,non-sarcastic
trt,Abdullah Güler: Sırrı Süreyya Önder'in sağlık durumu sürekli takip ediliyor,non-sarcastic
trt,Türksat 6A bugün hizmete alınacak,non-sarcastic
trt,Dışişleri Bakanlığı: KKTC'deki haberde Bakanlık ve Bakan Fidan'a yönelik iddialar gerçek dışı,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan Bursaspor'a tebrik,non-sarcastic
trt,Cumhurbaşkanlığı İletişim Başkanı Altun'dan CHP'ye dezenformasyon tepkisi,non-sarcastic
trt,"Bakan Fidan, Cezayir'de Türkiye'nin Oran Başkonsolosluğunun resmi açılışını yaptı",non-sarcastic
trt,"İBB'ye yönelik yolsuzluk soruşturması: İnşaat ruhsatı için ""1 villa, 4 daire istendi"" iddiası",non-sarcastic
trt,"TBMM Başkanvekili Bozdağ, Sırrı Süreyya Önder'i tedavi gördüğü hastaneye ziyaret etti",non-sarcastic
trt,RTÜK Başkanı Şahin'den TRT'yi hedef alan açıklamalara tepki,non-sarcastic
trt,Türksat 6A yarın hizmete alınacak,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan Paskalya Bayramı mesajı,non-sarcastic
trt,"MEB'in hazırladığı etkinliklerle 23 Nisan ""şenlik"" havasında geçecek",non-sarcastic
trt,TBMM Genel Kurulu'nda 23 Nisan Özel Oturumu düzenlenecek,non-sarcastic
trt,CTE'den Ayşe Barım'ın sağlık durumuna yönelik iddialara ilişkin açıklama,non-sarcastic
trt,Filistin'i Destekleyen Parlamentolar Grubu Toplantısı'nda ortak deklarasyon metni,non-sarcastic
trt,"Dışişleri Bakanı Hakan Fidan, Cezayir'e gidiyor",non-sarcastic
trt,Dışişleri'nden Rümeysa Öztürk açıklaması: Gerekli tüm destek sağlanacaktır,non-sarcastic
trt,İstanbul Valisi Gül: Taksim'de toplanma çağrısı yapmak provokasyondur,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan Kocaelispor'a tebrik mesajı,non-sarcastic
trt,"Bakan Fidan, Hamas heyeti ile görüştü",non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan açılışı yapılan hastanede hasta ziyareti,non-sarcastic
trt,Cumhuriyet tarihinin en büyük uyuşturucu operasyonunda 29 şüpheli daha tutuklandı,non-sarcastic
trt,Cumhurbaşkanı Yardımcısı Yılmaz: Sağlık sistemimizi geliştirmeyi sürdürüyoruz,non-sarcastic
trt,Bayraktar TB2'den Baykar üretimi TM100 motoruyla başarılı uçuş,non-sarcastic
trt,Bakan Memişoğlu: Toplumumuzun güncel sağlık riskini azaltmaya yönelik adımlar atıyoruz,non-sarcastic
trt,İletişim Başkanı Altun'dan İmamoğlu'nun TRT’yi boykot çağrısına yanıt: TRT iftiralara boyun eğmeyecek,non-sarcastic
trt,"Bakan Yumaklı: Stratejik ürünler, zirai dondan etkilenmedi""",non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Bakanlığımızın normal doğumu teşvik etmesi sizi niye rahatsız ediyor?,non-sarcastic
trt,"Emine Erdoğan, KADEM'in yeni yönetimini tebrik etti",non-sarcastic
trt,"Bakan Yerlikaya: Uyuşturucuyla mücadeledeki kararlılığımız, apaçık meydan okumadır",non-sarcastic
trt,"MİT Başkanı Kalın, Hamas heyeti ile bir araya geldi",non-sarcastic
trt,Bakan Işıkhan: Türkiye'ye yönelik kara propaganda yürütülüyor,non-sarcastic
trt,Efkan Ala'dan Sırrı Süreyya Önder'in tedavi gördüğü hastaneye ziyaret,non-sarcastic
trt,Bakan Kurum: İzmit Körfezi'nde Türkiye ve dünyaya örnek olacak proje yürütüyoruz,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Nüfusun azalması savaştan çok daha önemli bir tehdittir,non-sarcastic
trt,Bakan Fidan yarın Cezayir'e gidiyor,non-sarcastic
trt,Siirt'te yeni açılan yolla 206 milyon liralık tasarruf elde edilecek,non-sarcastic
trt,Bakan Yumaklı: Üreticilerimizi TARSİM sigortası yapmaya davet ediyorum,non-sarcastic
trt,"Emine Erdoğan: Dayanışma büyüsün, gönüller daima bir olsun",non-sarcastic
trt,Jandarma ve MİT'ten Suriye'nin kuzeyinde önemli operasyon,non-sarcastic
trt,Uluslararası seviyede aranan 3 kişi başarılı operasyonla Türkiye'ye getirildi,non-sarcastic
trt,Filistin’i Destekleyen Parlamentolar Grubu'ndan 'ortak dayanışma' mesajı,non-sarcastic
trt,Küresel uyuşturucu ağının çökertildiği operasyonunun detaylarına ulaşıldı,non-sarcastic
trt,Uyuşturucu tacirlerine 5 ülkede operasyon: 89 tutuklama,non-sarcastic
trt,Cumhurbaşkanı Yardımcısı Yılmaz'dan eski Dışişleri Bakanı Çavuşoğlu'na taziye ziyareti,non-sarcastic
trt,Kemalpaşa Belediyesi'ne 'usulsüz harcama' soruşturması: 2 tutuklama,non-sarcastic
trt,İstanbul'da izinsiz gösterilere katılan 99 sanık hakim karşısına çıktı,non-sarcastic
trt,"Emine Erdoğan: TOGEM-DER, projeleriyle ihtiyaç sahibi nice yüreğe şefkatle dokunacak",non-sarcastic
trt,Cumhuriyet tarihinin en büyük uyuşturucu operasyonunda gözaltı sayısı 635'e yükseldi,non-sarcastic
trt,Beşiktaş Belediyesi'ne 'ihale' soruşturması: 5 kişi tutuklandı,non-sarcastic
trt,Harp Okulları ve Astsubay Meslek Yüksekokulları tercih işlemleri süresi uzatıldı,non-sarcastic
trt,Bakan Kurum'dan belediyelere 'müsilaj' uyarısı,non-sarcastic
trt,DMM: TOKİ'nin Arnavutköy'deki konut projesinin Kanal İstanbul'la ilgisi yok,non-sarcastic
trt,"DMM ""Yemek kartıyla market alışverişine sınır geldi"" iddiasını yalanladı",non-sarcastic
trt,Kültür AŞ Genel Müdürü'nün etkin pişmanlık kapsamında ifade verdiği öğrenildi,non-sarcastic
trt,Eski Dışişleri Bakanı Çavuşoğlu'nun babası Osman Çavuşoğlu son yolculuğuna uğurlandı,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Bir avuç zorbanın taşkınlıklarına eyvallah etmeyiz,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Mescid-i Aksa bizim kırmızı çizgimizdir,non-sarcastic
trt,"Türkiye'de nüfusun yüzde 25,5'i çocuk",non-sarcastic
trt,Sırrı Süreyya Önder'in sağlık durumuyla ilgili hastaneden açıklama,non-sarcastic
trt,Türkiye ile Azerbaycan arasındaki doğal gaz anlaşması Resmi Gazete'de,non-sarcastic
trt,Cumhurbaşkanı Erdoğan Filistin Dostu Parlamento Başkanları Toplantısı'na katılacak,non-sarcastic
trt,Türkiye'nin desteği ile KKTC'de yeni devlet hastanesi yapılıyor,non-sarcastic
trt,Bakan Memişoğlu'ndan Önder'in durumuna ilişkin açıklama: Bu direnç bize ümit veriyor,non-sarcastic
trt,"Fahrettin Altun: Türkiye, havacılıkta öncü adımlar atmaya devam ediyor",non-sarcastic
trt,Bakan Göktaş: Güçlü bir gelecek için ihmal edilemez en önemli değer sağlıklı ailelerdir,non-sarcastic
trt,MHP'li milletvekiline 105 yıllık sürpriz,non-sarcastic
trt,CHP kurultay davası ertelendi,non-sarcastic
trt,Bakan Tunç: 55 bin kişinin affedileceği şeklindeki değerlendirme doğru değil,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Terörsüz Türkiye hedefimize ulaşacağız,non-sarcastic
trt,Devlet Bahçeli: CHP ve yönetimi bitmiş bir hikayenin siyaset ayağıdır,non-sarcastic
trt,Türk uydusu milli sistemlerle fırlatılacak: Ankara meydan okuyor,non-sarcastic
trt,"Doktorlardan, Önder açıklaması: Genel durumu düne göre iyi",non-sarcastic
trt,MSB kaynakları: Yunanistan'ın deniz yetki alanları planlaması uluslararası hukuka aykırıdır,non-sarcastic
trt,Kartalkaya'daki yangında hayatını kaybedenlerin yakınları TBMM'ye davet edilecek,non-sarcastic
trt,İstanbul Havalimanı'nda tarihi gün: 3 uçak aynı anda kalkış yaptı,non-sarcastic
trt,Cumhurbaşkanı Yardımcısı Yılmaz: Doktorlardan olumlu haberler alıyoruz,non-sarcastic
trt,Hastaneden Önder açıklaması: Tedavilere iyi yanıt veriyor,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Turgut Özal'ı andı",non-sarcastic
trt,"TBMM, Filistin’e destek için 13 ülkenin parlamentolarını buluşturacak",non-sarcastic
trt,Bakan Uraloğlu: İstanbul Havalimanımızın ihtişamını taçlandırıyoruz,non-sarcastic
trt,Sırrı Süreyya Önder'in kalp krizi geçirmeden önceki son görüntüleri,non-sarcastic
trt,Demir yolu işletmeciliğine ilişkin esaslar düzenlendi,non-sarcastic
trt,İstanbul Havalimanı'nda aynı anda 3 uçak iniş veya kalkış yapabilecek,non-sarcastic
trt,Cumhuriyet tarihinin en büyük uyuşturucu operasyonu: 525 gözaltı,non-sarcastic
trt,Beşiktaş Belediyesi'ne yolsuzluk operasyonu: 11 gözaltı,non-sarcastic
trt,Yükseköğretim kurumlarına ilişkin kararlar Resmi Gazete'de,non-sarcastic
trt,Zirai don olayına ilişkin Meclis Araştırma Komisyonu kurulması kararı Resmi Gazete'de,non-sarcastic
trt,Fahrettin Altun: Gazetecilerin üzerinde mesleki sorumluluk bulunmaktadır,non-sarcastic
trt,CHP'nin kurultay iptali ve kayyım iddialarına soruşturma,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Musevilerin Hamursuz Bayramı'nı kutladı",non-sarcastic
trt,TBMM Başkanı Kurtulmuş'tan Genel Kurul'da yaşananlara tepki,non-sarcastic
trt,"Sırrı Süreyya Önder, geçen yıl rahatsızlığını Meclis'te anlatmıştı",non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan Sırrı Süreyya Önder için geçmiş olsun telefonu,non-sarcastic
trt,TBMM Başkanı Kurtulmuş ve AK Parti Sözcüsü Çelik'ten Sırrı Süreyya Önder'e ziyaret,non-sarcastic
trt,"İstanbul Havalimanı, Avrupa'da üçlü pist operasyonunu başlatan ilk meydan olacak",non-sarcastic
trt,Türkiye: Ege ve Doğu Akdeniz'de oldubittiye izin yok,non-sarcastic
trt,"""Siber suç ve suçlulara yönelik"" operasyonlarda 223 şüpheli yakalandı",non-sarcastic
trt,"Bakan Yerlikaya: Türkiye, göç yönetiminde dünyaya model ülke",non-sarcastic
trt,Bakan Yumaklı: Sigortası bulunmayan üreticilerimiz için de desteğimiz olacak,non-sarcastic
trt,Mavi Vatan 'derinlik' kazanıyor,non-sarcastic
trt,Bakan Göktaş: Türkiye koruyucu aile modeliyle dünyaya örnek oluyor,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan şehit polis memuru Esat Koyuncu'nun ailesine başsağlığı mesajı,non-sarcastic
trt,"AK Parti Sözcüsü Çelik'ten, Sırrı Süreyya Önder'e geçmiş olsun mesajı",non-sarcastic
trt,Beykoz Belediyesi Başkan Yardımcısı Gül tutuklandı,non-sarcastic
trt,İlk hacı kafilesi 29 Nisan'da yola çıkıyor,non-sarcastic
trt,Meclis'ten trafik cezalarının artırılmasına yönelik yeni kanun teklifi,non-sarcastic
trt,"""Hastamız çok kritik pozisyonda, uzun vadeli konuşamayız""",non-sarcastic
trt,"1,2 milyarlık SED ödemesi hesaplara yatırıldı",non-sarcastic
trt,DEAŞ'a yönelik 17 ilde düzenlenen operasyonlarda 89 zanlı yakalandı,non-sarcastic
trt,TBMM Başkanvekili Önder'in sağlık durumunda son durum,non-sarcastic
trt,Seyahatte 'Aile Yılı' indirimi,non-sarcastic
trt,Milli Savunma Bakanı Güler Almanya Genelkurmay Başkanı'nı kabul etti,non-sarcastic
trt,Cumhurbaşkanlığı Sağlık Politikaları Kurulu Başkanvekilliğine Prof. Dr. Topaloğlu atandı,non-sarcastic
trt,TBMM Filistin davasına destek için parlamentoları buluşturuyor,non-sarcastic
trt,"Emine Erdoğan'dan ""Üçüncü Küresel Donörler Forumu"" paylaşımı",non-sarcastic
trt,Meclis'te zirai don afetinin araştırılması için komisyon kuruldu,non-sarcastic
trt,Bakan Kurum: TOKİ ile Malatya Kale'de kale gibi konutlar yaptık,non-sarcastic
trt,Bakan Tekin: 25 bin öğretmen ataması kararı eğitim ailesine güç katacak,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan öğretmen ataması müjdesi,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan Reyhan'ın ailesine taziye telefonu,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Türkiye Bisiklet Turu heyetini kabul etti",non-sarcastic
trt,Pençe-Kilit bölgesinde tespit edilen mağara kullanılamaz hale getirildi,non-sarcastic
trt,Ticaret Bakanı Bolat Suriye'ye gidiyor,non-sarcastic
trt,"Özgür Özel, Cumhurbaşkanı Erdoğan'a tazminat ödeyecek",non-sarcastic
trt,Benzerini yapabilen çok az ülke var: HAVELSAN'dan tarihi başarı,non-sarcastic
trt,Zehir tacirlerine uluslararası operasyon: 234 üst düzey suç örgütü üyesi gözaltında,non-sarcastic
trt,Beykoz Belediye Başkan Yardımcısı Fidan Gül gözaltına alındı,non-sarcastic
trt,Cumhurbaşkanlığı Kabinesi toplandı,non-sarcastic
trt,İletişim Başkanlığı katil İsrail'in propaganda hesaplarının iddialarını yalanladı,non-sarcastic
trt,"İletişim Başkanlığı ""bazı liselerde öğretmenlerin açığa alındığı"" iddiasını yalanladı",non-sarcastic
trt,İletişim Başkanlığı İklim Kanunu Teklifi'ne ilişkin iddiaları yalanladı,non-sarcastic
trt,İBB Meclisinde yolsuzluk iddialarına ilişkin komisyon kurulması teklifi reddedildi,non-sarcastic
trt,Minguzzi'nin mezarını tahrip eden şüpheli yakalandı,non-sarcastic
trt,"Emine Erdoğan, eski İskoçya Bölgesel Başbakanı Hamza Yusuf ile görüştü",non-sarcastic
trt,"Bakan Fidan, İranlı mevkidaşı Erakçi ile görüştü",non-sarcastic
trt,"Emine Erdoğan'a Küresel Donörler Forumu'ndan ""En İyi Kadın Lider Ödülü""",non-sarcastic
trt,Narin Güran cinayetinde ikinci dava,non-sarcastic
trt,Devlet Bahçeli: CHP Genel Başkanı’nın otokontrolünü kaybettiği ortadadır,non-sarcastic
trt,9 ilde FETÖ operasyonunda 20 şüpheli yakalandı,non-sarcastic
trt,"Bakan Fidan, ABD'li mevkidaşı Rubio ile görüştü",non-sarcastic
trt,"21 Mart ""Nevruz Günü Tatili"" olacak",non-sarcastic
trt,"DMM, Cumhurbaşkanı Erdoğan'a yönelik iddiaları yalanladı",non-sarcastic
trt,Türkiye'den Sudan'daki mülteci kampına saldırıya kınama,non-sarcastic
trt,"""Sağ şerit boşken orta şeridi kullananlara ceza gelecek"" iddiasına yalanlama",non-sarcastic
trt,Harun Algül'den Avrupa Şampiyonası'nda altın madalya,non-sarcastic
trt,İBB'ye yönelik yolsuzluk soruşturması: İmamoğlu'nun tutukluluğuna itiraz reddedildi,non-sarcastic
trt,6 milletvekiline ait dokunulmazlık dosyaları komisyona sevk edildi,non-sarcastic
trt,İsrail'de huzursuzluk: Rehineler mi yoksa 2 milyon insan mı önemli?,non-sarcastic
trt,"İstanbul Valiliği'nden ""bazı öğretmenlerin açığa alındığı"" iddialarına yalanlama",non-sarcastic
trt,"AK Parti Sözcüsü Çelik'ten, CHP Genel Başkanı Özel'e tepki",non-sarcastic
trt,Bakan Güler: Suriye'de Türkiye'nin yadsınamaz bir tecrübesi var,non-sarcastic
trt,"Milli İstihbarat Akademisi ""Türkiye'de İstihbarat Çalışmaları"" raporunu yayımladı",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Antalya'da liderlerle bir araya geldi",non-sarcastic
trt,Konya'da uygunsuz yazışma yapan iki doktor görevden uzaklaştırıldı,non-sarcastic
trt,"Bakan Fidan, Antalya Diplomasi Forumu'nda yoğun diplomasi trafiğini sürdürdü",non-sarcastic
trt,"Urla Belediyesi ile özel bir firmaya 3,7 milyon lira ""çevre"" cezası",non-sarcastic
trt,Narin cinayetinde ikinci dava başladı,non-sarcastic
trt,Şampiyonlar Ligi'nde yarı final heyecanı TRT'de,non-sarcastic
trt,TBMM gündeminde bu hafta hangi konular var?,non-sarcastic
trt,İstanbul'da 880 kg uyuşturucu madde ele geçirildi,non-sarcastic
trt,"İletişim Başkanlığı, Cumhurbaşkanı Erdoğan'ın ADF'deki konuşmasını kitaplaştırdı",non-sarcastic
trt,Emine Erdoğan'dan Antalya Diplomasi Forumu paylaşımı,non-sarcastic
trt,"DMM, Cumhurbaşkanlığı politika kurullarındaki üyelerin maaş aldığı iddiasını yalanladı",non-sarcastic
trt,Türkiye-Irak Yüksek Düzeyli Güvenlik Mekanizması 5. Toplantısı'na ilişkin bildiri yayımlandı,non-sarcastic
trt,"Bakan Fidan, Afrika ülkelerinden bakanlar ve üst düzey isimlerle görüştü",non-sarcastic
trt,Bakan Fidan: İki dost ülke arasında stratejik konuları enine boyuna masaya yatırdık,non-sarcastic
trt,Bakan Tunç'tan başıboş köpeklerden kaçarken hayatını kaybeden genç için başsağlığı mesajı,non-sarcastic
trt,Türkiye-Irak Yüksek Düzeyli Güvenlik Mekanizması 5. Toplantısı yapıldı,non-sarcastic
trt,'Filistin'i Destekleyen Parlamentolar' Türkiye'de bir araya gelecek,non-sarcastic
trt,İstanbul Havalimanı'nda 'üçlü pist operasyonu' 17 Nisan'da başlıyor,non-sarcastic
trt,Bakan Tunç'tan İBB soruşturmaları kapsamındaki 14 tutuklunun nakline ilişkin açıklama,non-sarcastic
trt,İstanbul Gazze için ayakta,non-sarcastic
trt,Türkiye'de Karadeniz'in güvenliğine ilişkin toplantı yapılacak,non-sarcastic
trt,Bakan Fidan: Avrupa'dan ve Amerika'dan gelen destek kesilmediği sürece Gazze soykırımı bitmez,non-sarcastic
trt,"Yargıtay, bedel ödemeden araç alan kişiye dolandırıcılıktan verilen cezayı onadı",non-sarcastic
trt,"Bakan Fidan, ""ADF Youth"" etkinliğinde üniversite öğrencileriyle buluştu",non-sarcastic
trt,"Son bir haftalık sürede 3,6 milyon araç denetlendi",non-sarcastic
trt,TBMM'de bu hafta hangi konular görüşülecek?,non-sarcastic
trt,Türkiye ile Irak arasında Yüksek Düzeyli Güvenlik Mekanizması Toplantısı bugün,non-sarcastic
trt,"Bakan Fidan, ADF marjında görüşmeler gerçekleştirdi",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Antalya AK Parti Başkanlığı'nı ziyaret etti",non-sarcastic
trt,"Emine Erdoğan, lider eşlerine Anadolu'nun kültürel mirasını tanıttı",non-sarcastic
trt,"Türkiye Maarif Vakfı, 55 ülkede 70 binden fazla öğrenciye hizmet veriyor",non-sarcastic
trt,Erdoğan: Ülkesini başkalarına şikayet edenler bizim vizyonumuza erişemez,non-sarcastic
trt,Kosova Cumhurbaşkanı Osmani'den Cumhurbaşkanı Erdoğan'a övgü,non-sarcastic
trt,"""Cumhurbaşkanı Erdoğan ile görüşen DEM Parti heyeti 13 talepte bulundu"" iddiasına yalanlama",non-sarcastic
trt,Bakan Yerlikaya: Polislerimize yönelik işkence iftirasında bulunacak kadar alçalabildiler,non-sarcastic
trt,Somali Dışişleri ve Uluslararası İşbirliği Devlet Bakanı Omar'dan ADF'ye övgü,non-sarcastic
trt,Antalya Diplomasi Forumu'nda iletişimin güvenliği değerlendirildi,non-sarcastic
trt,MOSSAD'a casusluk yapan 6 sanığa toplam 98 yıl hapis,non-sarcastic
trt,"Bakan Fidan, Lavrov ile görüştü",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Antalya'da diplomasi trafiğini sürdürüyor",non-sarcastic
trt,KEİ Genel Sekreteri Comanescu: Güvenli bir geleceğe ancak iş birliğiyle ulaşılabilir,non-sarcastic
trt,"WFP İcra Direktörü Yardımcısı Skau'dan ""Suriyeliler için hızlı değişim"" çağrısı",non-sarcastic
trt,IFRC Genel Sekreteri Chapagain: Yardım çalışanlarına yönelik saldırılar sona ermeli,non-sarcastic
